Nom,Marque,Nutriscore,Category_Label,Energie,Sucre,Gras,Saturés,Sel,Fibres,Protéines,Fruits et Légumes
Chocolat Tentation Noir Gourmand Amandes,Aiguebelle,E,Chocolats,543.0,36.8,38.3,18.0,2e-06,0.0,9.2,20.0
la vache qui rit,Inconnu,E,Fromages,380.0,3.01,31.3,20.5,3.31,0.0,13.3,0.0
Merci Finest Selection Assorted Chocolates,Storck,E,Chocolats,563.0,48.0,36.1,19.9,0.17,0.0,7.8,7.2
Chocolate con Leche,"Nestlé,Extrafino",E,Chocolats,538.0,57.7,30.3,17.4,0.13,2.0,6.3,0.0
Milka strawberry,Milka,E,Chocolats,575.0,53.0,38.0,21.0,0.65,0.0,4.6,0.244426727294922
Milk chocolate caramel seasalt,Fin Carré way to go,E,Chocolats,547.0,52.8,33.1,20.5,0.85,0.0,7.0,5.0
MARZIPAN DARK CHOCOLATE WITH MARZIPAN,Ritter SPORT,E,Chocolats,516.129032258065,51.6129032258064,25.8064516129032,11.2903225806452,0.0,6.45161290322581,6.45161290322581,16.0
Milka wholenut,Milka,E,Chocolats,555.0,47.0,36.0,15.0,0.3,0.0,8.1,0.0
Lindor noir,Lindt,E,Chocolats,617.0,38.0,47.0,33.0,0.09,0.0,4.7,0.272042410714292
Tentation aiguebelle,Aiguebelle,E,Chocolats,582.0,10.5,49.6,29.8,0.03,0.0,10.0,0.0
Noir intense dessert 70%,Lindt,E,Chocolats,545.0,30.0,38.0,22.0,0.03,0.0,9.6,0.0
Dark Chocolate Almond Sea Salt 51%,Tony's Chocolonely,E,Chocolats,538.0,42.0,35.0,18.0,0.5025,0.0,6.8,10.0
Milk Hazelnut,Ferrero Rocher,E,Chocolats,614.0,45.4,44.4,21.4,0.16,0.0,6.2,0.0
180G AMAN CARA COTE D OR,Côte d'Or,E,Chocolats,525.0,51.0,30.0,13.0,0.71,4.8,8.6,15.0
Excellence Noir Orange Intense,Lindt,E,Chocolats,535.0,46.0,32.0,17.0,0.08,0.0,7.0,14.8
Dégustation - Chocolat Noir 72% Cacao,"Maestro,Saïda",E,Chocolats,590.0,28.0,39.0,23.0,0.08,11.0,8.0,0.0
BRUT TrueDark Chocolate Bar 80%,Roshen,E,Chocolats,558.0,18.2,43.7,26.6,0.01,0.0,10.2,0.0
70% équateur,Alter Eco,E,Chocolats,582.0,29.0,43.0,26.0,0.01,10.0,6.7,0.0
Milk Chocolate,Tony's Chocolonely,E,Chocolats,547.0,50.7,33.3,20.0,0.208,3.33,7.67,0.0
Chocolat au lait du Pays Alpin,"Kraft Foods, Milka",E,Chocolats,539.0,55.0,31.0,19.0,0.275,2.3,6.5,0.1953125
Dolca chocolate negro,"Dolca,Nestlé",E,Chocolats,515.0,54.6,27.2,16.0,0.01,6.9,5.7,0.0
Cioccolato Nocciole intere,RITTER SPORT,E,Chocolats,569.0,43.0,38.0,13.0,0.1375,0.0,8.9,25.0
Tchicolata,,E,Chocolats,533.0,57.0,31.0,0.0,0.0,0.0,6.5,12.0
NESTLE DESSERT Noir Bio 170g,"Nestlé, Bio+, Nestle dessert",E,Chocolats,566.0,43.2,37.9,21.8,0.01,6.7,6.2,0.0
Bio Vollmilch-Schokolade,Fairglobe,E,Chocolats,564.0,51.5,35.7,21.5,0.23,0.1,7.2,0.0
,Carlotti,E,Chocolats,559.0,38.0,40.0,26.0,0.01,7.8,5.9,0.0
Бял шоколад,Milka,E,Chocolats,534.0,65.0,28.0,17.0,0.26,0.0,4.2,0.0
chocolat NESTLE DESSERT Noir 2X205g,"Nestlé dessert, Tablettes",E,Chocolats,551.0,46.4,34.6,20.4,0.01,7.2,5.9,0.0
Caramelo,Milka,E,Chocolats,545.0,51.0,33.0,19.0,0.26,1.2,4.3,0.0450721153846132
Chocolat noir aux écorces d'orange,Alter Eco,E,Chocolats,524.0,46.0,31.0,18.0,0.08,8.5,5.1,6.58333333333333
Chocolate con leche Oreo,"Milka,Oreo",E,Chocolats,564.0,49.0,34.0,19.0,0.33,1.4,5.4,0.0
Whole Nut Milk Chocolate,Fin Carré,E,Chocolats,582.0,40.2,39.7,15.5,0.2075,4.2,9.0,27.359375
BRUT TrueDark Chocolate Bar 80%,Roshen,E,Chocolats,558.0,18.2,43.7,26.6,0.01,0.0,10.2,0.0
Menier Pâtissier Tablette,"Nestlé, Menier",E,Chocolats,521.0,47.6,29.3,17.6,0.01,8.7,7.1,0.0
Mignonnette Noir - Orange,Côte d'Or,E,Chocolats,550.0,44.5,34.5,21.5,0.01,8.9,6.0,2.8125
Dairymilk buttons,Cadbury,E,Chocolats,537.0,56.7,30.0,16.7,0.25,3.33,6.67,0.0
Noir 70% Intense,"Côte d'Or,Mondelēz",E,Chocolats,600.0,28.0,46.5,29.0,0.05,11.0,7.0,0.0
Chocolat noir dessert,"Intermarché, Ivoria",E,Chocolats,533.0,47.0,32.0,20.0,0.0,7.5,6.6,0.0
Chocolat noir aux éclats d'amandes,Alter Eco,E,Chocolats,554.0,38.0,36.0,18.0,0.01,9.1,7.9,12.0
Chocolate negro,"Carrefour BIO, Carrefour",E,Chocolats,567.0,27.0,42.0,26.0,0.03,12.0,9.6,0.0
Milka oreo,Milka Oreo,E,Chocolats,559.0,50.0,35.0,19.0,0.45,0.2,5.0,0.0
Tablette Lait noisettes et amandes pilées,Merveilles du Monde,E,Chocolats,565.0,46.0,37.0,18.0,0.16,3.0,8.5,13.0
Chocolat noir bio 70% cacao,"Fair,simplement bon et bio",E,Chocolats,581.0,31.0,43.0,26.0,0.01,0.0,8.3,0.0
Milk Chocolate Bar,"Mondelez International, Toblerone",E,Chocolats,528.0,60.0,29.0,17.0,0.12,2.4,5.6,1.6
БОНБОНИ МЕРСИ,"Merci,Storck",E,Chocolats,563.0,48.0,36.1,20.0,0.18,0.0,7.8,6.6
Chocolat Noir IRRESISTIBLE 70%,Co Op,E,Chocolats,577.0,29.0,42.0,26.0,0.01,9.9,8.4,0.0
Chocolat Pâtissier Noir CORSE 70% CACAO,"Carrefour BIO, Carrefour",E,Chocolats,580.0,29.0,42.0,25.0,0.08,9.4,9.1,0.0
Lapin d’or chocolat au lait,Lindt,E,Chocolats,544.0,54.0,32.0,19.0,0.315,0.0,7.2,0.0
Lindt Chocoletti Lait praliné noisettes,Lindt,E,Chocolats,558.0,48.0,35.0,15.0,0.1,0.0,6.4,22.05078125
After Eight,Nestlé,E,Chocolats,426.0,67.8,12.9,7.6,0.03,2.8,2.1,0.0450721153846132
Excellence Noir Orange sanguine de Sicile,Lindt,E,Chocolats,558.0,30.0,39.0,21.0,0.0,0.0,9.6,10.1
Mignonnette lait,Côte d'Or,E,Chocolats,531.0,54.0,30.0,18.0,0.33,3.2,7.7,0.0
Tablette de chocolat noir 100g,"U, U Bio",E,Chocolats,572.0,26.0,41.0,28.0,0.03,14.0,8.8,0.0
Chocolate negro 72%,Hacendado,E,Chocolats,568.0,27.0,42.0,26.0,0.03,11.0,10.0,0.0
100G COTE D'OR NOIR ORIGINAL,"Côte d'Or, Fraft Foods",E,Chocolats,528.0,53.0,30.0,18.0,0.0,7.3,5.0,0.0
Toblerone Dark Chocolate with Honey & Almond Nougat,"Mondelez, Toblerone",E,Chocolats,516.0,47.0,30.0,18.0,0.01,8.9,5.9,1.6
Milka - Riz croustillant,"Milka, Mondelez",E,Chocolats,515.0,48.0,27.0,16.0,0.61,2.1,6.5,0.13671875
Excellence Noir Menthe Intense,Lindt,E,Chocolats,535.0,47.0,32.0,19.0,0.0975,0.0,6.0,0.0
Excellence Noir Suprême Corsé 70% Cacao,Lindt,E,Chocolats,535.0,28.0,36.0,21.0,0.04,0.0,10.0,0.0
Création Crème Brûlée,"Lindt,Lindt & Sprüngli",E,Chocolats,585.0,50.0,39.0,24.0,0.25,0.0,5.6,0.0
180G LT NOISETTE COTE D OR,Côte d'Or,E,Chocolats,555.0,43.0,36.0,14.0,0.18,5.1,9.3,24.0
Alpine Milk,Milka,E,Chocolats,539.0,55.0,31.0,19.0,0.28,2.3,6.5,0.347222222222221
Organic Dark Cooking Chocolate,Green & Black's,E,Chocolats,575.0,29.0,42.0,25.0,0.01,10.0,9.1,0.0
Happy Hippy 74% Cocoa Organic Orange & Geranium Dark Chocolate,Montezuma's,E,Chocolats,587.0,25.0,44.0,26.0,0.3,10.0,10.0,0.0
Smooth,Green & Black's,E,Chocolats,547.0,47.0,34.0,20.0,0.01,6.7,5.7,0.0
Dominican dark chocolate,Sainsbury's,E,Chocolats,580.0669215147,26.4,44.0,27.5,0.0775,11.4,8.8,0.0
Kinder joy,"Ferrero, Kinder",E,Chocolats,550.0,51.0,32.0,15.4,0.318,0.0,8.2,0.0
150G LINDOR LAIT LINDT,Lindt,E,Chocolats,610.0,44.0,45.0,32.0,0.2,0.0,5.1,0.0
TOBLERONE WHITE,TOBLERONE,E,Chocolats,537.0,62.0,29.0,17.0,0.18,0.2,6.1,1.6
Čokoláda na vaření,"Fin Carré, Lidl, Belbake",E,Chocolats,542.0,45.6,35.0,22.0,0.01,7.7,4.8,0.0
POULAIN NOIR EXTRA 200G,Poulain,E,Chocolats,508.0,52.0,28.0,18.0,0.01,7.0,4.9,0.0
Dark Extreme,Heidi,E,Chocolats,603.0,12.0,52.0,31.0,0.02,0.0,9.3,0.0
Chocolat noir 72% cacao,"Marque Repère, Equador",E,Chocolats,548.0,28.0,39.0,24.0,0.02,12.0,10.0,0.0
Ginger 60% Cocoa Bar,Green & Black's,E,Chocolats,508.0,47.0,30.0,18.0,0.01,7.0,6.0,0.0
Pérou grand cru Amazonas 70% note de fruits rouges,ETHIQUABLE,E,Chocolats,575.0,27.0,43.0,26.0,0.1375,15.0,8.3,0.0
Napolitain noir,Aiguebelle,E,Chocolats,507.0,28.0,37.6,23.0,0.01,0.0,8.9,0.0
Chocolate negro,"Carrefour, Carrefour Sélection",E,Chocolats,599.0,29.0,46.0,28.0,0.01,11.0,8.5,0.0
Madagascan Dark Chocolate,"Extra Special, Asda Extra Special",E,Chocolats,590.0,28.5,44.0,26.5,0.05,9.5,8.5,0.0
200G CHOC LAIT COTE D OR,"Côte d’or, Mondelez",E,Chocolats,520.0,55.0,28.0,17.0,0.23,3.7,7.4,0.0
Dairy Milk,Cadbury,E,Chocolats,535.0,55.0,30.5,17.5,0.000625,2.0,7.5,0.0
Black Forest cherry dark chocolate,Montezuma's,E,Chocolats,567.0,31.0,40.0,24.0,0.3,9.0,9.0,0.0
cioccolato fondente,fin carre,E,Chocolats,569.0,36.5,39.6,16.1,0.01,7.7,7.0,27.1484375
L'Original noir,"Côté d'Or, Mondelez",E,Chocolats,528.0,53.0,30.0,18.0,0.01,7.5,5.1,0.0
Chocolate Orange Milk,Terry's,E,Chocolats,524.0,59.0,29.0,17.0,0.27,2.4,5.8,0.0
Bournville Dark Chocolate bar,Cadbury,E,Chocolats,523.0,58.0,28.0,17.0,0.01,5.5,4.1,0.0
Lindt Excellence Milk Chocolate 100g,Lindt,E,Chocolats,566.0,50.0,37.0,23.0,0.275,0.0,6.5,0.0
Noir 70 %,Biocoop,E,Chocolats,565.0,29.0,42.0,27.0,0.1,13.0,7.9,0.0
NESTLÉ DESSERT Noir 205g,"Nestlé, NESTLE DESSERT, Tablettes",E,Chocolats,548.0,46.4,34.0,20.2,0.01,7.3,6.0,0.0
Madagascar Dark Chocolate tummasuklaa,Preferred Selection,E,Chocolats,600.0,26.7,40.0,23.3,0.0,10.0,10.0,0.0
Mignonnette noir de noir,"Côte d'or,Kraft Foods,Mondelez International",E,Chocolats,522.0,52.0,29.0,17.0,0.01,7.6,5.5,0.0
The golden experience,FERRERO ROCHER,E,Chocolats,603.0,39.9,42.7,14.1,0.15,4.0,8.2,28.5
Raffaello - Confetteria - Kokos & Mandelcreme,Ferrero,E,Chocolats,594.4,43.3,41.7,27.2,1.09725,0.0,8.3,13.5
Milk Caramel Sea Salt Chocolate,Tony's Chocolonely,E,Chocolats,537.0,51.0,32.0,19.0,0.6775,0.0,6.9,0.0
Überraschung,Kinder,E,Chocolats,561.0,52.3,34.9,22.9,0.318,0.0,8.4,0.0
Milk Chocolate Nut,fin CARRE,E,Chocolats,554.0,50.2,34.6,16.9,0.325,2.5,7.9,12.625
Excellence Noir Caramel à la pointe de sel,Lindt,E,Chocolats,520.0,52.0,29.0,17.0,0.4,0.0,5.4,0.0
NESTLÉ DESSERT 70% Absolu 170g,"Nestlé,Nestlé Dessert,Tablettes",E,Chocolats,592.0,26.5,44.7,26.8,0.01,10.9,9.0,0.0
Chocolat noir Bio 70%,"Côte d'Or,Mondelez International",E,Chocolats,580.0,29.0,42.0,25.0,0.08,10.0,9.1,0.0
Mints,"J.D. Gross, Lidl",E,Chocolats,456.0,63.1,17.0,10.0,0.02,4.5,3.5,0.716145833333336
Création Rocher Noir,Lindt,E,Chocolats,564.0,44.0,37.0,18.0,0.08,0.0,6.6,8.66666666666667
NESTLÉ DESSERT Corsé 200g,"Nestlé, Nestlé Dessert, Tablettes",E,Chocolats,554.0,34.5,37.3,22.4,0.02,10.6,8.3,0.0
Hazelnut Butter Dark Chocolate,Hu,E,Chocolats,611.0,26.0,47.0,22.0,0.1,9.3,9.4,19.0
Excellence Raspberry,Lindt&Sprüngli,E,Chocolats,536.0,47.0,32.0,19.0,0.0875,7.0,6.1,0.0
Milk Single Origin Chocolate,Waitrose,E,Chocolats,618.0,34.7,47.0,28.5,0.17,3.4,8.0,0.0
Excellence Lait Extra Fondant,Lindt,E,Chocolats,569.0,50.0,37.0,23.0,0.28,0.0,6.4,0.0
Dark chocolate,Moser Roth,E,Chocolats,578.0,25.7,40.8,24.5,0.03,8.5,9.3,0.0
Milk Chocolate Buttons 38%,Montezuma,E,Chocolats,574.0,49.0,39.0,23.0,0.2,2.0,6.0,0.0
Haïti Grand cru Cap haïtien 72% cacaoté et fruité,Éthiquable,E,Chocolats,580.0,27.0,42.0,25.0,0.0,9.7,9.5,0.0
chocolat noir aux pépites,Carlotti,E,Chocolats,547.0,30.0,39.0,25.0,0.02,12.4,7.7,0.0
Tablette BIO dégustation Chocolat noir - 100g,Ivoria,E,Chocolats,575.0,31.0,42.0,26.0,0.01,9.3,8.1,0.0
lindt,Lindt & Sprüngli,E,Chocolats,535.0,46.0,32.0,17.0,0.09,0.0,7.0,14.8
Lindt lait extra fin,Lindt,E,Chocolats,545.0,55.0,32.0,19.0,0.25,0.0,7.0,0.0
CARAMEL,Lindt,E,Chocolats,520.0,52.0,29.0,17.0,0.3925,0.0,5.4,0.0
chocolate negro,carlotti,E,Chocolats,522.0,35.0,34.0,21.0,0.06,11.0,8.4,0.0
tentation croque lait aux noisettes suprêmes,Aiguebelle,E,Chocolats,577.0,39.0,39.7,19.3,0.2,0.0,10.5,14.0
Green & Blacks Smooth Mint,Green & Blacks,E,Chocolats,546.0,47.0,34.0,20.0,0.01,6.7,5.7,0.0
Dessert 72%,Aiguebelle,E,Chocolats,507.0,28.0,37.6,23.4,0.01,0.0,8.0,0.0
Extra Dark 85% Cocoa,Fin Carré,E,Chocolats,588.0,12.8,48.1,29.0,0.02,0.0,10.5,0.0
Dark chocolate 75%,Marks & Spencer,E,Chocolats,582.0,25.5,43.5,26.7,0.01,11.2,9.4,0.0
Chocolat Dessert Noir 55%,Aiguebelle,E,Chocolats,525.0,44.9,34.5,21.5,1.8,0.0,5.2,0.0
Chocolat Noir Amande et Écorces d'Orange,lidl jd gross,E,Chocolats,573.0,41.4,39.4,22.0,0.01,6.7,6.0,7.0
,Ferrero Rocher,E,Chocolats,599.0,39.6,43.7,22.4,0.086,0.0,6.4,12.0
,Nestlé,E,Chocolats,513.0,50.4,25.8,15.5,0.35,1.9,6.5,0.0
Aiguebelle,Aiguebelle,E,Chocolats,535.0,44.0,36.0,22.0,11.0,0.0,5.2,0.0
6111259347106,Inconnu,E,Chocolats,500.0,45.0,25.0,15.0,0.5,5.0,5.0,0.0
Dunkle Schokolade mit ganzen Haselnüssen,fin Carré,E,Chocolats,587.0,30.0,44.3,17.9,0.01,8.0,8.6,13.3333333333333
Milk Chocolate,Fin Carré,E,Chocolats,534.0,56.3,30.2,18.4,0.93,1.9,7.0,0.694444444444443
54% cocoa dark milk chocolate bar,Marks & Spencer,E,Chocolats,574.0,36.4,39.6,9.728,0.0494,6.2,9.0,0.0
Dunkle Voll-Nuss,RITTER SPORT,E,Chocolats,577.0,37.0,41.0,16.0,0.01,0.0,8.4,10.4166666666667
Milka,Milka,E,Chocolats,542.0,53.0,33.0,19.0,0.33,1.0,4.6,0.175611413043477
Excellence Noir Sésame Grillé,Lindt & Sprüngli,E,Chocolats,531.0,45.0,32.0,17.0,0.09,0.0,6.8,0.0
Weiße Schokolade,"Fin Carré, lidl",E,Chocolats,571.0,52.2,37.1,23.0,0.35,0.5,6.3,0.0
Dark Chocolate,Schogetten,E,Chocolats,525.0,47.0,31.0,19.0,0.01,0.0,6.4,0.0
Breaktime,Tiffany,E,Chocolats,523.0,46.2,30.8,15.4,1.73,2.31,7.69,0.0
Cashew Butter + Pure Vanilla Bean Dark Chocolate,Hu,E,Chocolats,601.0,27.0,44.0,23.0,0.2075,8.1,9.1,16.0
Single Estate Venezuelan Dark clChocolate,Sainsbury's taste the difference,E,Chocolats,599.0,27.4,45.7,27.6,0.08,8.8,8.0,0.0
"Chocolat Noir 72%, Collection Pure",Villars,E,Chocolats,540.0,28.0,43.0,26.0,0.02,11.0,6.8,0.0
NESTLE DESSERT Lait,Nestlé,E,Chocolats,554.0,50.7,34.1,20.2,0.13,3.7,6.9,0.0
Lindt excellence mint intense,"Lindt & Sprüngli, Lindt, Lindt Excellence",E,Chocolats,535.0,47.0,32.0,19.0,0.1,0.0,6.0,1.5625
Excellence À la Pointe de Fleur de Sel Noir,Lindt,E,Chocolats,530.0,48.0,32.0,20.0,0.27,0.0,6.0,0.0
Breaktime,Tiffany,E,Chocolats,523.0,46.2,30.8,15.4,1.73,2.31,7.69,0.0
Dunkle Ganze Mandel,"Fin carré, Lidl",E,Chocolats,574.0,37.3,38.0,16.0,0.01,9.1,10.3,25.0
After Eight Dark Chocolate Thins,Nestlé,E,Chocolats,426.0,67.8,12.9,7.6,0.03,2.8,2.1,0.0895182291666714
single origin milk chocolate,Marks & Spencer,E,Chocolats,618.0,37.2,47.4,29.1,0.25,0.0,8.4,0.0
Chocolat dessert pâtissier,"Marque Repère, Tablette d'Or",E,Chocolats,513.0,48.0,30.0,18.0,0.0,8.0,5.0,1.2
"Mangoes, Apples & Passion Fruits Fruit Smoothie",Innocent,E,Jus de Fruits,51.0,10.0,0.0,0.0,0.0,1.2,0.0,3.0
100% Pure Pressed Orange Juice smooth,The Juice Company,E,Jus de Fruits,48.0,10.7,0.333,0.0667,0.00667,0.333,0.4,0.0
Appletiser,Appletiser,E,Jus de Fruits,46.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0
Céréales Trésor Kellogg's Chocolat Noisettes - 1kg,Kellogg's,E,Céréales,456.0,26.0,14.0,3.5,1.1,3.5,7.0,2.58333333333333
Céréales Trésor Kellogg's Chocolat Noisettes - 1kg,Kellogg's,E,Céréales,456.0,26.0,14.0,3.5,1.1,3.5,7.0,2.58333333333333
Céréales Extra Kellogg's Pépites Chocolat au lait,Kellogg's,E,Céréales,484.0,25.0,22.0,12.0,0.68,4.9,7.0,0.375
Pomerančový džus,"Lidl, Solevita",E,Jus de Fruits,44.0,9.1,0.2,0.1,0.01,0.3,0.7,0.0
campo verde slice,Inconnu,E,Fromages,266.0,6.0,22.0,10.0,3.75,0.0,10.0,0.0
Innocent jus de pomme 900ml,Innocent,E,Jus de Fruits,41.0,10.0,0.0,0.0,0.0,0.0,0.05,0.0
75 CL FRUITS DU DRAGON PAGO,Pago,E,Jus de Fruits,44.0,10.0,0.5,0.1,0.01,0.0,0.5,17.9296875
Fromage edam,KROON,E,Fromages,324.0,0.0,24.0,17.0,9.64,0.0,26.0,0.0
Jus de clémentine,"Lidl, Solevita",E,Jus de Fruits,47.0,10.4,0.1,0.0,0.01,0.0,0.5,0.0
La Vache Qui Rit Edam,La vache qui rit,E,Fromages,288.0,5.5,25.5,17.0,1.8,0.0,9.0,0.0
Roquefort Société,"Lactalis,Société",E,Fromages,365.0,0.0,31.7,22.5,8.375,0.0,19.0,0.0
Feta (plant based),Violife,E,Fromages,305.0,0.0,29.0,26.0,1.7,0.0,0.0,0.0
fromage,Vache Qui Rit,E,Fromages,230.0,6.5,18.0,12.0,1.7,0.0,10.5,0.0
Jus Orange & Carotte,Innocent,E,Jus de Fruits,41.0,8.6,0.0,0.0,0.01,0.52,0.63,0.0
Cranberry drink,Mcennedy,E,Jus de Fruits,36.0,8.4,0.1,0.0,0.03,0.0,0.1,27.75
Organic 70% Dark Chocolate Bar,Green & Black's,E,Chocolats,580.0,29.0,42.0,25.0,0.01,10.0,9.1,0.0
,Maruja,E,Chocolats,539.0,50.0,33.0,25.0,0.275,0.0,7.2,2.67857142857143
Jus - Tutti Frutti,Innocent,E,Jus de Fruits,44.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0
Excellence Noir Prodigieux 90% Cacao,Lindt,E,Chocolats,592.0,7.0,55.0,30.0,0.03,0.0,10.0,0.0
Halloumi,Tesco,E,Fromages,300.0,2.5,22.5,15.0,2.655,0.1,20.7,25.0
Valencia 100% jus orange 1l,Valencia,E,Jus de Fruits,50.0,10.9,0.0,0.0,0.0,0.0,0.7,0.0
,Kiri,E,Fromages,70.0,0.6,6.9,4.7,9.0,0.0,9.0,0.0
Salakis Herbes de Provence,Salakis,E,Fromages,293.0,0.8,25.8,18.3,2.65,0.0,14.6,49.25
Mogu litchi,Sappe Public Company Limited,E,Jus de Fruits,53.0,12.0,0.0,0.0,0.05,0.5,0.0,50.0
Puck,Puck,E,Fromages,280.0,1.5,27.0,18.0,1.7,0.0,6.0,0.0
Céréales trésor - chocolat au lait,Kellogg's,E,Céréales,448.0,25.0,15.0,4.7,0.96,3.7,7.0,2.63541666666667
,Kiri,E,Fromages,70.0,0.6,6.9,4.7,9.0,0.0,9.0,0.0
Ice pomme 33cl,Inconnu,E,Jus de Fruits,58.0,14.3,0.0,0.0,1.6,0.0,0.0,0.0
Jutos,Jaouda,E,Jus de Fruits,40.0,8.0,0.0,0.0,20.0,0.0,0.0,0.0
Raw Boost,Mockingbird,E,Jus de Fruits,48.0,8.3,0.3,0.1,0.01,0.7,0.4,20.6666666666667
Excellence Noir Intense 70% Cacao,Lindt,E,Chocolats,566.0,30.0,41.0,24.0,0.02,0.0,9.5,0.0
Céréales Extra Pépites Chocolat Noisettes,Kellogg's,E,Céréales,497.0,21.0,25.0,12.0,0.68,5.8,8.0,3.0
Comté,EntreMont,E,Fromages,410.0,0.5,34.0,22.0,2.25,0.0,26.0,0.0
Pizza pepperoni-salame,Dr. Oetker,E,Pizzas,258.0,3.88,11.2,7.19,2.17,2.38,11.2,0.0
Zumo de Manzana,Hacendado,E,Jus de Fruits,53.0,11.4,0.2,0.1,0.0,0.8,0.3,0.0
100% PUR JUS Raisin,Carrefour,E,Jus de Fruits,64.0,16.0,0.5,0.0,0.03,0.0,0.5,100.0
Crosse And Blackwell Branston Pickle 720G,Mizkan,E,Légumineuses,157.0,29.0,0.7,0.2,3.5,1.8,0.5,96.1026828664801
innocent super smoothie défense berry,Innocent,E,Jus de Fruits,51.0,9.5,0.16,0.02,0.0,1.4,0.42,0.0
Soy Sauce,Vitasia,E,Légumineuses,63.0,1.7,0.2,0.1,15.9,0.0,10.3,16.0
Jus d'orange à base de concentré,"Carrefour, Groupe Carrefour",E,Jus de Fruits,43.0,9.6,0.5,0.5,0.5,0.0,0.7,0.0
Or Blanc,Or Blanc,E,Fromages,226.0,5.9,18.0,12.0,4.25,0.35,9.5,0.0
MUSCLY FROMAGE 24,"Jaouda, Copag",E,Fromages,264.0,0.0,22.0,15.0,1.6,0.0,9.0,0.0906808035714306
Perly,Perly,E,Fromages,514.0,0.0,50.0,15.2,1.6,0.0,10.0,0.0
Néctar de Piña y Coco,Don Simon,E,Jus de Fruits,47.0,11.3,0.1,0.0,0.01,0.0,0.2,32.25
la vache qui rit 24,Inconnu,E,Fromages,253.0,3.01,20.5,13.9,5.72,0.0,14.5,0.0
كريميو,Cremio,E,Fromages,248.0,0.0,20.0,17.0,4.25,0.0,8.0,0.0
Inconnu,Ladid,E,Fromages,270.0,7.6,16.5,11.5,3.25,0.0,7.4,0.0
Jaouda Pressup orange 1l,Jaouda,E,Jus de Fruits,45.4,10.5,0.0,0.0,0.0025,0.1,0.3,5.25
Feta AOP,Milbona,E,Fromages,276.0,0.5,23.0,16.5,1.9675,0.0,15.4,0.0
Le Bloc,La vache qui rit,E,Fromages,315.0,2.0,26.5,18.0,3.1,0.0,17.0,0.0
Pur jus orange avec pulpe,Solevita,E,Jus de Fruits,42.0,9.0,0.0,0.0,0.01,0.2,0.7,0.0
Tropicana Multifruits,Tropicana,E,Jus de Fruits,48.0,10.7,0.0,0.0,0.0,0.0,0.0,22.2222222222222
pure fruit juice apple,Innocent,E,Jus de Fruits,46.0,9.5,0.1,0.1,0.01,0.45,0.17,0.0
Jutos,jus,E,Jus de Fruits,40.0,8.5,0.0,0.0,0.02,0.0,0.0,15.5
fromage perly 64p,Inconnu,E,Fromages,260.0,5.0,22.0,15.0,3.75,0.0,10.0,0.0
,Hacendado,E,Jus de Fruits,48.0,10.0,0.1,0.0,0.0,0.0,0.3,0.0
Jus de pruneaux,Bjorg,E,Jus de Fruits,80.0,14.0,0.0,0.0,0.03,1.0,0.6,0.0
100% Apple Juice,"The juice company, Aldi",E,Jus de Fruits,48.0,11.2,0.1,0.0,0.0,0.2,0.1,0.0
Queso feta,Hacendado,E,Fromages,277.0,0.0,23.2,16.4,2.2,0.0,16.0,0.0
PRESIDENT BURGER CHEDDAR EMMENTAL 12 TRANCHES 200g,"Lactalis, Président",E,Fromages,231.0,4.5,17.0,12.0,2.36,0.0,13.5,0.0
Pur jus raisin rouge muscaté,U,E,Jus de Fruits,69.0,15.0,0.0,0.0,0.025,0.2,0.3,0.0
Pizzarella premium,Gastro mixte,E,Fromages,5280.0,0.0,40.0,52.0,20.0,0.0,8.0,0.0
Noir amandes entières,"Côte d'or,Mondelez",E,Chocolats,569.0,40.0,39.0,16.0,0.0,7.8,7.3,27.0
Viva,Fromage,E,Fromages,246.0,9.0,20.0,15.0,1.8,0.0,7.0,0.0
La vie en mauve,Innocent,E,Jus de Fruits,40.0,9.6,0.5,0.1,0.01,0.0,0.5,0.0
Almette Cu Smântân?,Almette,E,Fromages,259.0,3.0,25.0,17.0,1.7,0.0,5.6,0.0
Jus à base de concentré multifruits brique 1l,U,E,Jus de Fruits,47.0,10.0,0.1,0.0,0.0,0.4,0.4,25.0
Excellence Noir Puissant 85% Cacao,Lindt,E,Chocolats,584.0,15.0,46.0,27.0,0.02,0.0,12.5,0.0
70% chocolate,Lindt & Sprüngli,E,Chocolats,566.0,30.0,41.0,24.0,0.02,0.0,9.5,0.0
Milka Tendre au lait,Milka,E,Chocolats,579.0,51.0,38.0,22.0,0.27,1.2,5.2,0.17578125
Cereales rellenos de leche,Hacendado,E,Céréales,447.0,37.0,14.5,6.5,0.78,3.3,10.0,2.9375
,"Fin Carré, Lidl",E,Chocolats,501.0,55.4,27.1,14.4,0.2,1.9,6.6,0.0
Smooth operator milk chocolate,Montezuma's,E,Chocolats,588.0,47.0,40.0,24.0,0.04,2.0,8.0,0.0
Peruvian Dark Milk Chocolate,Sainsbury's,E,Chocolats,591.0,36.1,42.9,26.1,0.1,5.8,8.1,0.0
Black's Organic White Chocolate Bar,Green & Black's,E,Chocolats,581.0,51.0,38.0,23.0,0.65,0.0,7.9,0.0
Lindet choco swis dark 2yrs prod,Lindt,E,Chocolats,535.0,50.0,32.0,20.0,0.014,0.0,5.2,0.0
